chrom	start	end	value.d
chr1_hap1	885000	890000	0
chr1_hap1	890000	895000	0
chr1_hap1	895000	900000	0
chr1_hap1	900000	905000	3
chr1_hap1	905000	910000	4
chr1_hap1	910000	915000	0
chr1_hap1	915000	920000	10
chr1_hap1	920000	925000	10
chr1_hap1	925000	930000	3
chr1_hap1	930000	935000	3
chr1_hap1	935000	940000	2
chr1_hap1	940000	945000	4
chr1_hap1	945000	950000	1
chr1_hap1	950000	955000	0
chr1_hap1	955000	960000	5
chr1_hap1	960000	965000	0
chr1_hap1	965000	970000	1
chr1_hap1	970000	975000	3
chr1_hap1	975000	980000	0
chr1_hap1	980000	985000	1
chr1_hap1	985000	990000	0
chr1_hap1	990000	995000	1
chr1_hap1	995000	1000000	2
chr1_hap1	1000000	1005000	0
chr1_hap1	1005000	1010000	6
chr1_hap1	1010000	1015000	1
chr1_hap1	1015000	1020000	0
chr1_hap1	1020000	1025000	0
chr1_hap1	1025000	1030000	0
chr1_hap1	1030000	1035000	1
chr1_hap1	1035000	1040000	0
chr1_hap1	1040000	1045000	1
chr1_hap1	1045000	1050000	3
chr1_hap1	1050000	1055000	1
chr1_hap1	1055000	1060000	5
chr1_hap1	1060000	1065000	0
chr1_hap1	1065000	1070000	0
chr1_hap1	1070000	1075000	4
chr1_hap1	1075000	1080000	6
chr1_hap1	1080000	1085000	-1
chr1_hap1	1085000	1090000	0
chr1_hap1	1090000	1095000	2
chr1_hap1	1095000	1100000	2
chr1_hap1	1100000	1105000	9
chr1_hap1	1105000	1110000	2
chr1_hap1	1110000	1115000	3
chr1_hap1	1115000	1120000	3
chr1_hap1	1120000	1125000	0
chr1_hap1	1125000	1130000	4
chr1_hap1	1130000	1135000	11
chr1_hap1	1135000	1140000	-1
chr1_hap1	1140000	1145000	-1
chr1_hap1	1145000	1150000	-1
chr1_hap1	1150000	1155000	-1
chr1_hap1	1155000	1160000	1
chr1_hap1	1160000	1165000	4
chr1_hap1	1165000	1170000	3
chr1_hap1	1170000	1175000	0
chr1_hap1	1175000	1180000	2
chr1_hap1	1180000	1185000	2
chr1_hap1	1185000	1190000	-1
chr1_hap1	1190000	1195000	4
chr1_hap1	1195000	1200000	0
chr1_hap1	1200000	1205000	2
chr1_hap1	1205000	1210000	0
chr1_hap1	1210000	1215000	2
chr1_hap1	1215000	1220000	0
chr1_hap1	1220000	1225000	1
chr1_hap1	1225000	1230000	0
chr1_hap1	1230000	1235000	0
chr1_hap1	1235000	1240000	0
chr1_hap1	1240000	1245000	6
chr1_hap1	1245000	1250000	4
chr1_hap1	1250000	1255000	0
chr1_hap1	1255000	1260000	2
chr1_hap1	1260000	1265000	0
chr1_hap1	1265000	1270000	0
chr1_hap1	1270000	1275000	0
chr1_hap1	1275000	1280000	1
chr1_hap1	1280000	1285000	1
chr1_hap1	1285000	1290000	2
chr1_hap1	1290000	1295000	0
chr1_hap1	1295000	1300000	1
chr1_hap1	1300000	1305000	2
chr1_hap1	1305000	1310000	1
chr1_hap1	1310000	1315000	1
chr1_hap1	1315000	1320000	1
chr1_hap1	1320000	1325000	0
chr1_hap1	1325000	1330000	0
chr1_hap1	1330000	1335000	8
chr1_hap1	1335000	1340000	2
chr1_hap1	1340000	1345000	2
chr1_hap1	1345000	1350000	0
chr1_hap1	1350000	1355000	1
chr1_hap1	1355000	1360000	0
chr1_hap1	1360000	1365000	0
chr1_hap1	1365000	1370000	1
chr1_hap1	1370000	1375000	1
chr1_hap1	1375000	1380000	2
chr1_hap1	1380000	1385000	1
chr1_hap1	1385000	1390000	3
chr1_hap1	1390000	1395000	1
chr1_hap1	1395000	1400000	3
chr1_hap1	1400000	1405000	1
chr1_hap1	1405000	1410000	1
chr1_hap1	1410000	1415000	3
chr1_hap1	1415000	1420000	4
chr1_hap1	1420000	1425000	0
chr1_hap1	1425000	1430000	0
chr1_hap1	1430000	1435000	2
chr1_hap1	1435000	1440000	0
chr1_hap1	1440000	1445000	0
chr1_hap1	1445000	1450000	1
chr1_hap1	1450000	1455000	1
chr1_hap1	1455000	1460000	0
chr1_hap1	1460000	1465000	1
chr1_hap1	1465000	1470000	3
chr1_hap1	1470000	1475000	3
chr1_hap1	1475000	1480000	2
chr1_hap1	1480000	1485000	3
chr1_hap1	1485000	1490000	4
chr1_hap1	1490000	1495000	0
chr1_hap1	1495000	1500000	2
chr1_hap1	1500000	1505000	1
chr1_hap1	1505000	1510000	5
chr1_hap1	1510000	1515000	1
chr1_hap1	1515000	1520000	1
chr1_hap1	1520000	1525000	2
chr1_hap1	1525000	1530000	5
chr1_hap1	1530000	1535000	1
chr1_hap1	1535000	1540000	1
chr1_hap1	1540000	1545000	3
chr1_hap1	1545000	1550000	1
chr1_hap1	1550000	1555000	0
chr1_hap1	1555000	1560000	7
chr1_hap1	1560000	1565000	0
chr1_hap1	1565000	1570000	6
chr1_hap1	1570000	1575000	0
chr1_hap1	1575000	1580000	3
chr1_hap1	1580000	1585000	1
chr1_hap1	1585000	1590000	6
chr1_hap1	1590000	1595000	6
chr1_hap1	1595000	1600000	2
chr1_hap1	1600000	1605000	1
chr1_hap1	1605000	1610000	5
chr1_hap1	1610000	1615000	3
chr1_hap1	1615000	1620000	3
chr1_hap1	1620000	1625000	1
chr1_hap1	1625000	1630000	1
chr1_hap1	1630000	1635000	4
chr1_hap1	1635000	1640000	2
chr1_hap1	1640000	1645000	7
chr1_hap1	1645000	1650000	1
chr1_hap1	1650000	1655000	3
chr1_hap1	1655000	1660000	2
chr1_hap1	1660000	1665000	2
chr1_hap1	1665000	1670000	5
chr1_hap1	1670000	1675000	1
chr1_hap1	1675000	1680000	1
chr1_hap1	1680000	1685000	1
chr1_hap1	1685000	1690000	2
chr1_hap1	1690000	1695000	3
chr1_hap1	1695000	1700000	2
chr1_hap1	1700000	1705000	0
chr1_hap1	1705000	1710000	1
chr1_hap1	1710000	1715000	4
chr1_hap1	1715000	1720000	1
chr1_hap1	1720000	1725000	1
chr1_hap1	1725000	1730000	3
chr1_hap1	1730000	1735000	7
chr1_hap1	1735000	1740000	0
chr1_hap1	1740000	1745000	3
chr1_hap1	1745000	1750000	3
chr1_hap1	1750000	1755000	1
chr1_hap1	1755000	1760000	5
chr1_hap1	1760000	1765000	6
chr1_hap1	1765000	1770000	3
chr1_hap1	1770000	1775000	-1
chr1_hap1	1775000	1780000	3
chr1_hap1	1780000	1785000	0
chr1_hap1	1785000	1790000	5
chr1_hap1	1790000	1795000	2
chr1_hap1	1795000	1800000	5
chr1_hap1	1800000	1805000	7
chr1_hap1	1805000	1810000	4
chr1_hap1	1810000	1815000	7
chr1_hap1	1815000	1820000	2
chr1_hap1	1820000	1825000	5
chr1_hap1	1825000	1830000	2
chr1_hap1	1830000	1835000	1
chr1_hap1	1835000	1840000	0
chr1_hap1	1840000	1845000	3
chr1_hap1	1845000	1850000	4
chr1_hap1	1850000	1855000	2
chr1_hap1	1855000	1860000	10
chr1_hap1	1860000	1865000	7
chr1_hap1	1865000	1870000	12
chr1_hap1	1870000	1875000	8
chr1_hap1	1875000	1880000	0
chr1_hap1	1880000	1885000	2
chr1_hap1	1885000	1890000	1
chr1_hap1	1890000	1895000	11
chr1_hap1	1895000	1900000	6
chr1_hap1	1900000	1905000	7
chr1_hap1	1905000	1910000	2
chr1_hap1	1910000	1915000	6
chr1_hap1	1915000	1920000	1
chr1_hap1	1920000	1925000	4
chr1_hap1	1925000	1930000	5
chr1_hap1	1930000	1935000	9
chr1_hap1	1935000	1940000	1
chr1_hap1	1940000	1945000	3
chr1_hap1	1945000	1950000	1
chr1_hap1	1950000	1955000	3
chr1_hap1	1955000	1960000	4
chr1_hap1	1960000	1965000	3
chr1_hap1	1965000	1970000	5
chr1_hap1	1970000	1975000	5
chr1_hap1	1975000	1980000	4
chr1_hap1	1980000	1985000	1
chr1_hap1	1985000	1990000	7
chr1_hap1	1990000	1995000	6
chr1_hap1	1995000	2000000	4
chr1_hap1	2000000	2005000	3
chr1_hap1	2005000	2010000	4
chr1_hap1	2010000	2015000	2
chr1_hap1	2015000	2020000	8
chr1_hap1	2020000	2025000	3
chr1_hap1	2025000	2030000	1
chr1_hap1	2030000	2035000	5
chr1_hap1	2035000	2040000	0
chr1_hap1	2040000	2045000	3
chr1_hap1	2045000	2050000	2
chr1_hap1	2050000	2055000	10
chr1_hap1	2055000	2060000	3
chr1_hap1	2060000	2065000	7
chr1_hap1	2065000	2070000	11
chr1_hap1	2070000	2075000	7
chr1_hap1	2075000	2080000	10
chr1_hap1	2080000	2085000	7
chr1_hap1	2085000	2090000	10
chr1_hap1	2090000	2095000	3
chr1_hap1	2095000	2100000	6
chr1_hap1	2100000	2105000	13
chr1_hap1	2105000	2110000	-1
chr1_hap1	2110000	2115000	-1
chr1_hap1	2115000	2120000	-1
chr1_hap1	2120000	2125000	12
chr1_hap1	2125000	2130000	9
chr1_hap1	2130000	2135000	-1
chr1_hap1	2135000	2140000	-1
chr1_hap1	2140000	2145000	-1
chr1_hap1	2145000	2150000	-1
chr1_hap1	2150000	2155000	-1
chr1_hap1	2155000	2160000	-1
chr1_hap1	2160000	2165000	-1
chr1_hap1	2165000	2170000	12
chr1_hap1	2170000	2175000	5
chr1_hap1	2175000	2180000	-1
chr1_hap1	2180000	2185000	-1
chr1_hap1	2185000	2190000	-1
chr1_hap1	2190000	2195000	-1
chr1_hap1	2195000	2200000	-1
chr1_hap1	2200000	2205000	11
chr1_hap1	2205000	2210000	15
chr1_hap1	2210000	2215000	-1
chr1_hap1	2215000	2220000	-1
chr1_hap1	2220000	2225000	-1
chr1_hap1	2225000	2230000	-1
chr1_hap1	2230000	2235000	-1
chr1_hap1	2235000	2240000	-1
chr1_hap1	2240000	2245000	-1
chr1_hap1	2245000	2250000	-1
chr1_hap1	2250000	2255000	-1
chr1_hap1	2255000	2260000	-1
chr1_hap1	2260000	2265000	-1
chr1_hap1	2265000	2270000	-1
chr1_hap1	2270000	2275000	-1
chr1_hap1	2275000	2280000	-1
chr1_hap1	2280000	2285000	-1
chr1_hap1	2285000	2290000	-1
chr1_hap1	2290000	2295000	-1
chr1_hap1	2295000	2300000	-1
chr1_hap1	2300000	2305000	-1
chr1_hap1	2305000	2310000	-1
chr1_hap1	2310000	2315000	-1
chr1_hap1	2315000	2320000	-1
chr1_hap1	2320000	2325000	-1
chr1_hap1	2325000	2330000	-1
chr1_hap1	2330000	2335000	-1
chr1_hap1	2335000	2340000	-1
chr1_hap1	2340000	2345000	-1
chr1_hap1	2345000	2350000	-1
chr1_hap1	2350000	2355000	-1
chr1_hap1	2355000	2360000	-1
chr1_hap1	2360000	2365000	-1
chr1_hap1	2365000	2370000	-1
chr1_hap1	2370000	2375000	-1
chr1_hap1	2375000	2380000	-1
chr1_hap1	2380000	2385000	-1
chr1_hap1	2385000	2390000	-1
chr1_hap1	2390000	2395000	-1
chr1_hap1	2395000	2400000	-1
chr1_hap1	2400000	2405000	14
chr1_hap1	2405000	2410000	-1
chr1_hap1	2410000	2415000	-1
chr1_hap1	2415000	2420000	-1
chr1_hap1	2420000	2425000	14
chr1_hap1	2425000	2430000	10
chr1_hap1	2430000	2435000	9
chr1_hap1	2435000	2440000	15
chr1_hap1	2440000	2445000	14
chr1_hap1	2445000	2450000	9
chr1_hap1	2450000	2455000	16
chr1_hap1	2455000	2460000	14
chr1_hap1	2460000	2465000	9
chr1_hap1	2465000	2470000	9
chr1_hap1	2470000	2475000	13
chr1_hap1	2475000	2480000	11
chr1_hap1	2480000	2485000	15
chr1_hap1	2485000	2490000	15
chr1_hap1	2490000	2495000	8
chr1_hap1	2495000	2500000	16
chr1_hap1	2500000	2505000	17
chr1_hap1	2505000	2510000	15
chr1_hap1	2510000	2515000	11
chr1_hap1	2515000	2520000	6
chr1_hap1	2520000	2525000	10
chr1_hap1	2525000	2530000	11
chr1_hap1	2530000	2535000	4
chr1_hap1	2535000	2540000	12
chr1_hap1	2540000	2545000	17
chr1_hap1	2545000	2550000	15
chr1_hap1	2550000	2555000	7
chr1_hap1	2555000	2560000	12
chr1_hap1	2560000	2565000	9
chr1_hap1	2565000	2570000	17
chr1_hap1	2570000	2575000	6
chr1_hap1	2575000	2580000	11
chr1_hap1	2580000	2585000	10
chr1_hap1	2585000	2590000	17
chr1_hap1	2590000	2595000	9
chr1_hap1	2595000	2600000	9
chr1_hap1	2600000	2605000	13
chr1_hap1	2605000	2610000	10
chr1_hap1	2610000	2615000	14
chr1_hap1	2615000	2620000	7
chr1_hap1	2620000	2625000	12
chr1_hap1	2625000	2630000	11
chr1_hap1	2630000	2635000	9
chr1_hap1	2635000	2640000	6
chr1_hap1	2640000	2645000	8
chr1_hap1	2645000	2650000	12
chr1_hap1	2650000	2655000	12
chr1_hap1	2655000	2660000	13
chr1_hap1	2660000	2665000	14
chr1_hap1	2665000	2670000	8
chr1_hap1	2670000	2675000	10
chr1_hap1	2675000	2680000	3
chr1_hap1	2680000	2685000	14
chr1_hap1	2685000	2690000	12
chr1_hap1	2690000	2695000	8
chr1_hap1	2695000	2700000	11
chr1_hap1	2700000	2705000	11
chr1_hap1	2705000	2710000	10
chr1_hap1	2710000	2715000	5
chr1_hap1	2715000	2720000	6
chr1_hap1	2720000	2725000	9
chr1_hap1	2725000	2730000	4
chr1_hap1	2730000	2735000	5
chr1_hap1	2735000	2740000	6
chr1_hap1	2740000	2745000	6
chr1_hap1	2745000	2750000	8
chr1_hap1	2750000	2755000	12
chr1_hap1	2755000	2760000	4
chr1_hap1	2760000	2765000	11
chr1_hap1	2765000	2770000	3
chr1_hap1	2770000	2775000	8
chr1_hap1	2775000	2780000	5
chr1_hap1	2780000	2785000	7
chr1_hap1	2785000	2790000	6
chr1_hap1	2790000	2795000	12
chr1_hap1	2795000	2800000	12
chr1_hap1	2800000	2805000	5
chr1_hap1	2805000	2810000	8
chr1_hap1	2810000	2815000	8
chr1_hap1	2815000	2820000	6
chr1_hap1	2820000	2825000	5
chr1_hap1	2825000	2830000	4
chr1_hap1	2830000	2835000	5
chr1_hap1	2835000	2840000	11
chr1_hap1	2840000	2845000	8
chr1_hap1	2845000	2850000	8
chr1_hap1	2850000	2855000	2
chr1_hap1	2855000	2860000	1
chr1_hap1	2860000	2865000	13
chr1_hap1	2865000	2870000	4
chr1_hap1	2870000	2875000	6
chr1_hap1	2875000	2880000	5
chr1_hap1	2880000	2885000	7
chr1_hap1	2885000	2890000	6
chr1_hap1	2890000	2895000	9
chr1_hap1	2895000	2900000	12
chr1_hap1	2900000	2905000	14
chr1_hap1	2905000	2910000	11
chr1_hap1	2910000	2915000	10
chr1_hap1	2915000	2920000	14
chr1_hap1	2920000	2925000	11
chr1_hap1	2925000	2930000	7
chr1_hap1	2930000	2935000	13
chr1_hap1	2935000	2940000	5
chr1_hap1	2940000	2945000	15
chr1_hap1	2945000	2950000	11
chr1_hap1	2950000	2955000	10
chr1_hap1	2955000	2960000	5
chr1_hap1	2960000	2965000	8
chr1_hap1	2965000	2970000	3
chr1_hap1	2970000	2975000	4
chr1_hap1	2975000	2980000	11
chr1_hap1	2980000	2985000	3
chr1_hap1	2985000	2990000	10
chr1_hap1	2990000	2995000	4
chr1_hap1	2995000	3000000	5
chr1_hap1	3000000	3005000	9
chr1_hap1	3005000	3010000	10
chr1_hap1	3010000	3015000	7
chr1_hap1	3015000	3020000	5
chr1_hap1	3020000	3025000	6
chr1_hap1	3025000	3030000	9
chr1_hap1	3030000	3035000	10
chr1_hap1	3035000	3040000	5
chr1_hap1	3040000	3045000	7
chr1_hap1	3045000	3050000	10
chr1_hap1	3050000	3055000	15
chr1_hap1	3055000	3060000	3
chr1_hap1	3060000	3065000	8
chr1_hap1	3065000	3070000	8
chr1_hap1	3070000	3075000	7
chr1_hap1	3075000	3080000	10
chr1_hap1	3080000	3085000	4
chr1_hap1	3085000	3090000	5
chr1_hap1	3090000	3095000	4
chr1_hap1	3095000	3100000	9
chr1_hap1	3100000	3105000	4
chr1_hap1	3105000	3110000	6
chr1_hap1	3110000	3115000	10
chr1_hap1	3115000	3120000	2
chr1_hap1	3120000	3125000	8
chr1_hap1	3125000	3130000	-1
chr1_hap1	3130000	3135000	8
chr1_hap1	3135000	3140000	7
chr1_hap1	3140000	3145000	9
chr1_hap1	3145000	3150000	6
chr1_hap1	3150000	3155000	6
chr1_hap1	3155000	3160000	2
chr1_hap1	3160000	3165000	3
chr1_hap1	3165000	3170000	4
chr1_hap1	3170000	3175000	3
chr1_hap1	3175000	3180000	13
chr1_hap1	3180000	3185000	1
chr1_hap1	3185000	3190000	1
chr1_hap1	3190000	3195000	4
chr1_hap1	3195000	3200000	9
chr1_hap1	3200000	3205000	1
chr1_hap1	3205000	3210000	6
chr1_hap1	3210000	3215000	7
chr1_hap1	3215000	3220000	5
chr1_hap1	3220000	3225000	3
chr1_hap1	3225000	3230000	1
chr1_hap1	3230000	3235000	8
chr1_hap1	3235000	3240000	5
chr1_hap1	3240000	3245000	3
chr1_hap1	3245000	3250000	3
chr1_hap1	3250000	3255000	1
chr1_hap1	3255000	3260000	3
chr1_hap1	3260000	3265000	1
chr1_hap1	3265000	3270000	2
chr1_hap1	3270000	3275000	12
chr1_hap1	3275000	3280000	1
chr1_hap1	3280000	3285000	9
chr1_hap1	3285000	3290000	4
chr1_hap1	3290000	3295000	5
chr1_hap1	3295000	3300000	4
chr1_hap1	3300000	3305000	4
chr1_hap1	3305000	3310000	5
chr1_hap1	3310000	3315000	5
chr1_hap1	3315000	3320000	2
chr1_hap1	3320000	3325000	2
chr1_hap1	3325000	3330000	1
chr1_hap1	3330000	3335000	2
chr1_hap1	3335000	3340000	0
chr1_hap1	3340000	3345000	1
chr1_hap1	3345000	3350000	8
chr1_hap1	3350000	3355000	3
chr1_hap1	3355000	3360000	7
chr1_hap1	3360000	3365000	1
chr1_hap1	3365000	3370000	4
chr1_hap1	3370000	3375000	1
chr1_hap1	3375000	3380000	6
chr1_hap1	3380000	3385000	1
chr1_hap1	3385000	3390000	3
chr1_hap1	3390000	3395000	4
chr1_hap1	3395000	3400000	0
chr1_hap1	3400000	3405000	2
chr1_hap1	3405000	3410000	5
chr1_hap1	3410000	3415000	4
chr1_hap1	3415000	3420000	4
chr1_hap1	3420000	3425000	5
chr1_hap1	3425000	3430000	2
chr1_hap1	3430000	3435000	3
chr1_hap1	3435000	3440000	4
chr1_hap1	3440000	3445000	2
chr1_hap1	3445000	3450000	6
chr1_hap1	3450000	3455000	1
chr1_hap1	3455000	3460000	2
chr1_hap1	3460000	3465000	6
chr1_hap1	3465000	3470000	1
chr1_hap1	3470000	3475000	3
chr1_hap1	3475000	3480000	3
chr1_hap1	3480000	3485000	8
chr1_hap1	3485000	3490000	7
chr1_hap1	3490000	3495000	2
chr1_hap1	3495000	3500000	2
chr1_hap1	3500000	3505000	7
chr1_hap1	3505000	3510000	8
chr1_hap1	3510000	3515000	6
chr1_hap1	3515000	3520000	7
chr1_hap1	3520000	3525000	9
chr1_hap1	3525000	3530000	3
chr1_hap1	3530000	3535000	5
chr1_hap1	3535000	3540000	1
chr1_hap1	3540000	3545000	6
chr1_hap1	3545000	3550000	10
chr1_hap1	3550000	3555000	6
chr1_hap1	3555000	3560000	11
chr1_hap1	3560000	3565000	7
chr1_hap1	3565000	3570000	11
chr1_hap1	3570000	3575000	10
chr1_hap1	3575000	3580000	15
chr1_hap1	3580000	3585000	9
chr1_hap1	3585000	3590000	7
chr1_hap1	3590000	3595000	10
chr1_hap1	3595000	3600000	11
chr1_hap1	3600000	3605000	8
chr1_hap1	3605000	3610000	7
chr1_hap1	3610000	3615000	5
chr1_hap1	3615000	3620000	11
chr1_hap1	3620000	3625000	7
chr1_hap1	3625000	3630000	11
chr1_hap1	3630000	3635000	10
chr1_hap1	3635000	3640000	9
chr1_hap1	3640000	3645000	4
chr1_hap1	3645000	3650000	5
chr1_hap1	3650000	3655000	9
chr1_hap1	3655000	3660000	2
chr1_hap1	3660000	3665000	13
chr1_hap1	3665000	3670000	12
chr1_hap1	3670000	3675000	8
chr1_hap1	3675000	3680000	13
chr1_hap1	3680000	3685000	8
chr1_hap1	3685000	3690000	12
chr1_hap1	3690000	3695000	7
chr1_hap1	3695000	3700000	13
chr1_hap1	3700000	3705000	11
chr1_hap1	3705000	3710000	6
chr1_hap1	3710000	3715000	8
chr1_hap1	3715000	3720000	17
chr1_hap1	3720000	3725000	-1
chr1_hap1	3725000	3730000	10
chr1_hap1	3730000	3735000	12
chr1_hap1	3735000	3740000	5
chr1_hap1	3740000	3745000	4
chr1_hap1	3745000	3750000	10
chr1_hap1	3750000	3755000	9
chr1_hap1	3755000	3760000	8
chr1_hap1	3760000	3765000	11
chr1_hap1	3765000	3770000	8
chr1_hap1	3770000	3775000	14
chr1_hap1	3775000	3780000	9
chr1_hap1	3780000	3785000	11
chr1_hap1	3785000	3790000	11
chr1_hap1	3790000	3795000	19
chr1_hap1	3795000	3800000	10
chr1_hap1	3800000	3805000	12
chr1_hap1	3805000	3810000	11
chr1_hap1	3810000	3815000	11
chr1_hap1	3815000	3820000	15
chr1_hap1	3820000	3825000	14
chr1_hap1	3825000	3830000	12
chr1_hap1	3830000	3835000	13
chr1_hap1	3835000	3840000	11
chr1_hap1	3840000	3845000	16
chr1_hap1	3845000	3850000	11
chr1_hap1	3850000	3855000	15
chr1_hap1	3855000	3860000	16
chr1_hap1	3860000	3865000	10
chr1_hap1	3865000	3870000	11
chr1_hap1	3870000	3875000	16
chr1_hap1	3875000	3880000	17
chr1_hap1	3880000	3885000	10
chr1_hap1	3885000	3890000	11
chr1_hap1	3890000	3895000	16
chr1_hap1	3895000	3900000	9
chr1_hap1	3900000	3905000	9
chr1_hap1	3905000	3910000	6
chr1_hap1	3910000	3915000	10
chr1_hap1	3915000	3920000	15
chr1_hap1	3920000	3925000	11
chr1_hap1	3925000	3930000	9
chr1_hap1	3930000	3935000	12
chr1_hap1	3935000	3940000	14
chr1_hap1	3940000	3945000	14
chr1_hap1	3945000	3950000	10
chr1_hap1	3950000	3955000	13
chr1_hap1	3955000	3960000	12
