chrom	start	end	value.d
chr1_hap2	625000	630000	2
chr1_hap2	630000	635000	1
chr1_hap2	635000	640000	0
chr1_hap2	640000	645000	0
chr1_hap2	645000	650000	2
chr1_hap2	650000	655000	1
chr1_hap2	655000	660000	3
chr1_hap2	660000	665000	3
chr1_hap2	665000	670000	0
chr1_hap2	670000	675000	0
chr1_hap2	675000	680000	1
chr1_hap2	680000	685000	0
chr1_hap2	685000	690000	4
chr1_hap2	690000	695000	2
chr1_hap2	695000	700000	1
chr1_hap2	700000	705000	1
chr1_hap2	705000	710000	4
chr1_hap2	710000	715000	2
chr1_hap2	715000	720000	1
chr1_hap2	720000	725000	0
chr1_hap2	725000	730000	1
chr1_hap2	730000	735000	-1
chr1_hap2	735000	740000	7
chr1_hap2	740000	745000	1
chr1_hap2	745000	750000	0
chr1_hap2	750000	755000	0
chr1_hap2	755000	760000	3
chr1_hap2	760000	765000	1
chr1_hap2	765000	770000	2
chr1_hap2	770000	775000	0
chr1_hap2	775000	780000	0
chr1_hap2	780000	785000	1
chr1_hap2	785000	790000	2
chr1_hap2	790000	795000	3
chr1_hap2	795000	800000	0
chr1_hap2	800000	805000	0
chr1_hap2	805000	810000	1
chr1_hap2	810000	815000	5
chr1_hap2	815000	820000	1
chr1_hap2	820000	825000	4
chr1_hap2	825000	830000	0
chr1_hap2	830000	835000	1
chr1_hap2	835000	840000	0
chr1_hap2	840000	845000	1
chr1_hap2	845000	850000	1
chr1_hap2	850000	855000	0
chr1_hap2	855000	860000	1
chr1_hap2	860000	865000	1
chr1_hap2	865000	870000	0
chr1_hap2	870000	875000	-1
chr1_hap2	875000	880000	1
chr1_hap2	880000	885000	0
chr1_hap2	885000	890000	0
chr1_hap2	890000	895000	2
chr1_hap2	895000	900000	0
chr1_hap2	900000	905000	0
chr1_hap2	905000	910000	0
chr1_hap2	910000	915000	5
chr1_hap2	915000	920000	2
chr1_hap2	920000	925000	0
chr1_hap2	925000	930000	16
chr1_hap2	930000	935000	4
chr1_hap2	935000	940000	5
chr1_hap2	940000	945000	3
chr1_hap2	945000	950000	3
chr1_hap2	950000	955000	1
chr1_hap2	955000	960000	0
chr1_hap2	960000	965000	4
chr1_hap2	965000	970000	1
chr1_hap2	970000	975000	1
chr1_hap2	975000	980000	2
chr1_hap2	980000	985000	0
chr1_hap2	985000	990000	0
chr1_hap2	990000	995000	2
chr1_hap2	995000	1000000	1
chr1_hap2	1000000	1005000	1
chr1_hap2	1005000	1010000	1
chr1_hap2	1010000	1015000	1
chr1_hap2	1015000	1020000	5
chr1_hap2	1020000	1025000	0
chr1_hap2	1025000	1030000	0
chr1_hap2	1030000	1035000	0
chr1_hap2	1035000	1040000	0
chr1_hap2	1040000	1045000	-1
chr1_hap2	1045000	1050000	0
chr1_hap2	1050000	1055000	6
chr1_hap2	1055000	1060000	1
chr1_hap2	1060000	1065000	2
chr1_hap2	1065000	1070000	2
chr1_hap2	1070000	1075000	0
chr1_hap2	1075000	1080000	0
chr1_hap2	1080000	1085000	-1
chr1_hap2	1085000	1090000	8
chr1_hap2	1090000	1095000	-1
chr1_hap2	1095000	1100000	0
chr1_hap2	1100000	1105000	1
chr1_hap2	1105000	1110000	15
chr1_hap2	1110000	1115000	5
chr1_hap2	1115000	1120000	3
chr1_hap2	1120000	1125000	4
chr1_hap2	1125000	1130000	3
chr1_hap2	1130000	1135000	0
chr1_hap2	1135000	1140000	8
chr1_hap2	1140000	1145000	5
chr1_hap2	1145000	1150000	-1
chr1_hap2	1150000	1155000	-1
chr1_hap2	1155000	1160000	-1
chr1_hap2	1160000	1165000	6
chr1_hap2	1165000	1170000	4
chr1_hap2	1170000	1175000	3
chr1_hap2	1175000	1180000	6
chr1_hap2	1180000	1185000	0
chr1_hap2	1185000	1190000	5
chr1_hap2	1190000	1195000	9
chr1_hap2	1195000	1200000	4
chr1_hap2	1200000	1205000	2
chr1_hap2	1205000	1210000	1
chr1_hap2	1210000	1215000	1
chr1_hap2	1215000	1220000	1
chr1_hap2	1220000	1225000	2
chr1_hap2	1225000	1230000	0
chr1_hap2	1230000	1235000	5
chr1_hap2	1235000	1240000	0
chr1_hap2	1240000	1245000	0
chr1_hap2	1245000	1250000	2
chr1_hap2	1250000	1255000	3
chr1_hap2	1255000	1260000	0
chr1_hap2	1260000	1265000	0
chr1_hap2	1265000	1270000	3
chr1_hap2	1270000	1275000	0
chr1_hap2	1275000	1280000	0
chr1_hap2	1280000	1285000	0
chr1_hap2	1285000	1290000	1
chr1_hap2	1290000	1295000	2
chr1_hap2	1295000	1300000	0
chr1_hap2	1300000	1305000	0
chr1_hap2	1305000	1310000	4
chr1_hap2	1310000	1315000	0
chr1_hap2	1315000	1320000	1
chr1_hap2	1320000	1325000	1
chr1_hap2	1325000	1330000	0
chr1_hap2	1330000	1335000	2
chr1_hap2	1335000	1340000	2
chr1_hap2	1340000	1345000	5
chr1_hap2	1345000	1350000	1
chr1_hap2	1350000	1355000	2
chr1_hap2	1355000	1360000	0
chr1_hap2	1360000	1365000	2
chr1_hap2	1365000	1370000	0
chr1_hap2	1370000	1375000	1
chr1_hap2	1375000	1380000	1
chr1_hap2	1380000	1385000	1
chr1_hap2	1385000	1390000	1
chr1_hap2	1390000	1395000	3
chr1_hap2	1395000	1400000	3
chr1_hap2	1400000	1405000	1
chr1_hap2	1405000	1410000	3
chr1_hap2	1410000	1415000	2
chr1_hap2	1415000	1420000	0
chr1_hap2	1420000	1425000	5
chr1_hap2	1425000	1430000	2
chr1_hap2	1430000	1435000	0
chr1_hap2	1435000	1440000	0
chr1_hap2	1440000	1445000	6
chr1_hap2	1445000	1450000	0
chr1_hap2	1450000	1455000	0
chr1_hap2	1455000	1460000	1
chr1_hap2	1460000	1465000	0
chr1_hap2	1465000	1470000	1
chr1_hap2	1470000	1475000	2
chr1_hap2	1475000	1480000	2
chr1_hap2	1480000	1485000	4
chr1_hap2	1485000	1490000	1
chr1_hap2	1490000	1495000	3
chr1_hap2	1495000	1500000	1
chr1_hap2	1500000	1505000	0
chr1_hap2	1505000	1510000	4
chr1_hap2	1510000	1515000	3
chr1_hap2	1515000	1520000	3
chr1_hap2	1520000	1525000	1
chr1_hap2	1525000	1530000	1
chr1_hap2	1530000	1535000	2
chr1_hap2	1535000	1540000	3
chr1_hap2	1540000	1545000	3
chr1_hap2	1545000	1550000	1
chr1_hap2	1550000	1555000	2
chr1_hap2	1555000	1560000	0
chr1_hap2	1560000	1565000	1
chr1_hap2	1565000	1570000	3
chr1_hap2	1570000	1575000	1
chr1_hap2	1575000	1580000	2
chr1_hap2	1580000	1585000	0
chr1_hap2	1585000	1590000	2
chr1_hap2	1590000	1595000	8
chr1_hap2	1595000	1600000	4
chr1_hap2	1600000	1605000	8
chr1_hap2	1605000	1610000	1
chr1_hap2	1610000	1615000	1
chr1_hap2	1615000	1620000	8
chr1_hap2	1620000	1625000	4
chr1_hap2	1625000	1630000	2
chr1_hap2	1630000	1635000	1
chr1_hap2	1635000	1640000	2
chr1_hap2	1640000	1645000	3
chr1_hap2	1645000	1650000	3
chr1_hap2	1650000	1655000	1
chr1_hap2	1655000	1660000	1
chr1_hap2	1660000	1665000	4
chr1_hap2	1665000	1670000	2
chr1_hap2	1670000	1675000	4
chr1_hap2	1675000	1680000	4
chr1_hap2	1680000	1685000	0
chr1_hap2	1685000	1690000	2
chr1_hap2	1690000	1695000	2
chr1_hap2	1695000	1700000	2
chr1_hap2	1700000	1705000	5
chr1_hap2	1705000	1710000	0
chr1_hap2	1710000	1715000	0
chr1_hap2	1715000	1720000	2
chr1_hap2	1720000	1725000	3
chr1_hap2	1725000	1730000	0
chr1_hap2	1730000	1735000	3
chr1_hap2	1735000	1740000	5
chr1_hap2	1740000	1745000	4
chr1_hap2	1745000	1750000	1
chr1_hap2	1750000	1755000	2
chr1_hap2	1755000	1760000	2
chr1_hap2	1760000	1765000	2
chr1_hap2	1765000	1770000	2
chr1_hap2	1770000	1775000	8
chr1_hap2	1775000	1780000	5
chr1_hap2	1780000	1785000	-1
chr1_hap2	1785000	1790000	3
chr1_hap2	1790000	1795000	0
chr1_hap2	1795000	1800000	5
chr1_hap2	1800000	1805000	1
chr1_hap2	1805000	1810000	4
chr1_hap2	1810000	1815000	9
chr1_hap2	1815000	1820000	5
chr1_hap2	1820000	1825000	2
chr1_hap2	1825000	1830000	4
chr1_hap2	1830000	1835000	5
chr1_hap2	1835000	1840000	1
chr1_hap2	1840000	1845000	1
chr1_hap2	1845000	1850000	1
chr1_hap2	1850000	1855000	3
chr1_hap2	1855000	1860000	1
chr1_hap2	1860000	1865000	5
chr1_hap2	1865000	1870000	9
chr1_hap2	1870000	1875000	8
chr1_hap2	1875000	1880000	12
chr1_hap2	1880000	1885000	4
chr1_hap2	1885000	1890000	0
chr1_hap2	1890000	1895000	2
chr1_hap2	1895000	1900000	2
chr1_hap2	1900000	1905000	9
chr1_hap2	1905000	1910000	5
chr1_hap2	1910000	1915000	8
chr1_hap2	1915000	1920000	3
chr1_hap2	1920000	1925000	3
chr1_hap2	1925000	1930000	2
chr1_hap2	1930000	1935000	4
chr1_hap2	1935000	1940000	4
chr1_hap2	1940000	1945000	3
chr1_hap2	1945000	1950000	4
chr1_hap2	1950000	1955000	1
chr1_hap2	1955000	1960000	2
chr1_hap2	1960000	1965000	2
chr1_hap2	1965000	1970000	4
chr1_hap2	1970000	1975000	4
chr1_hap2	1975000	1980000	4
chr1_hap2	1980000	1985000	9
chr1_hap2	1985000	1990000	1
chr1_hap2	1990000	1995000	3
chr1_hap2	1995000	2000000	4
chr1_hap2	2000000	2005000	8
chr1_hap2	2005000	2010000	4
chr1_hap2	2010000	2015000	4
chr1_hap2	2015000	2020000	6
chr1_hap2	2020000	2025000	3
chr1_hap2	2025000	2030000	7
chr1_hap2	2030000	2035000	5
chr1_hap2	2035000	2040000	1
chr1_hap2	2040000	2045000	3
chr1_hap2	2045000	2050000	0
chr1_hap2	2050000	2055000	1
chr1_hap2	2055000	2060000	3
chr1_hap2	2060000	2065000	11
chr1_hap2	2065000	2070000	2
chr1_hap2	2070000	2075000	7
chr1_hap2	2075000	2080000	13
chr1_hap2	2080000	2085000	3
chr1_hap2	2085000	2090000	12
chr1_hap2	2090000	2095000	9
chr1_hap2	2095000	2100000	6
chr1_hap2	2100000	2105000	5
chr1_hap2	2105000	2110000	4
chr1_hap2	2110000	2115000	-1
chr1_hap2	2115000	2120000	-1
chr1_hap2	2120000	2125000	-1
chr1_hap2	2125000	2130000	-1
chr1_hap2	2130000	2135000	14
chr1_hap2	2135000	2140000	12
chr1_hap2	2140000	2145000	-1
chr1_hap2	2145000	2150000	-1
chr1_hap2	2150000	2155000	-1
chr1_hap2	2155000	2160000	-1
chr1_hap2	2160000	2165000	-1
chr1_hap2	2165000	2170000	-1
chr1_hap2	2170000	2175000	5
chr1_hap2	2175000	2180000	6
chr1_hap2	2180000	2185000	-1
chr1_hap2	2185000	2190000	-1
chr1_hap2	2190000	2195000	-1
chr1_hap2	2195000	2200000	17
chr1_hap2	2200000	2205000	14
chr1_hap2	2205000	2210000	8
chr1_hap2	2210000	2215000	12
chr1_hap2	2215000	2220000	-1
chr1_hap2	2220000	2225000	-1
chr1_hap2	2225000	2230000	-1
chr1_hap2	2230000	2235000	-1
chr1_hap2	2235000	2240000	-1
chr1_hap2	2240000	2245000	-1
chr1_hap2	2245000	2250000	-1
chr1_hap2	2250000	2255000	-1
chr1_hap2	2255000	2260000	-1
chr1_hap2	2260000	2265000	-1
chr1_hap2	2265000	2270000	-1
chr1_hap2	2270000	2275000	-1
chr1_hap2	2275000	2280000	-1
chr1_hap2	2280000	2285000	-1
chr1_hap2	2285000	2290000	-1
chr1_hap2	2290000	2295000	-1
chr1_hap2	2295000	2300000	-1
chr1_hap2	2300000	2305000	-1
chr1_hap2	2305000	2310000	-1
chr1_hap2	2310000	2315000	-1
chr1_hap2	2315000	2320000	-1
chr1_hap2	2320000	2325000	-1
chr1_hap2	2325000	2330000	-1
chr1_hap2	2330000	2335000	-1
chr1_hap2	2335000	2340000	-1
chr1_hap2	2340000	2345000	-1
chr1_hap2	2345000	2350000	-1
chr1_hap2	2350000	2355000	-1
chr1_hap2	2355000	2360000	-1
chr1_hap2	2360000	2365000	-1
chr1_hap2	2365000	2370000	-1
chr1_hap2	2370000	2375000	-1
chr1_hap2	2375000	2380000	-1
chr1_hap2	2380000	2385000	-1
chr1_hap2	2385000	2390000	-1
chr1_hap2	2390000	2395000	-1
chr1_hap2	2395000	2400000	8
chr1_hap2	2400000	2405000	17
chr1_hap2	2405000	2410000	-1
chr1_hap2	2410000	2415000	-1
chr1_hap2	2415000	2420000	-1
chr1_hap2	2420000	2425000	-1
chr1_hap2	2425000	2430000	8
chr1_hap2	2430000	2435000	9
chr1_hap2	2435000	2440000	15
chr1_hap2	2440000	2445000	14
chr1_hap2	2445000	2450000	13
chr1_hap2	2450000	2455000	13
chr1_hap2	2455000	2460000	14
chr1_hap2	2460000	2465000	10
chr1_hap2	2465000	2470000	9
chr1_hap2	2470000	2475000	10
chr1_hap2	2475000	2480000	13
chr1_hap2	2480000	2485000	11
chr1_hap2	2485000	2490000	19
chr1_hap2	2490000	2495000	4
chr1_hap2	2495000	2500000	16
chr1_hap2	2500000	2505000	16
chr1_hap2	2505000	2510000	15
chr1_hap2	2510000	2515000	10
chr1_hap2	2515000	2520000	4
chr1_hap2	2520000	2525000	11
chr1_hap2	2525000	2530000	10
chr1_hap2	2530000	2535000	4
chr1_hap2	2535000	2540000	10
chr1_hap2	2540000	2545000	18
chr1_hap2	2545000	2550000	17
chr1_hap2	2550000	2555000	6
chr1_hap2	2555000	2560000	12
chr1_hap2	2560000	2565000	9
chr1_hap2	2565000	2570000	14
chr1_hap2	2570000	2575000	11
chr1_hap2	2575000	2580000	8
chr1_hap2	2580000	2585000	9
chr1_hap2	2585000	2590000	15
chr1_hap2	2590000	2595000	9
chr1_hap2	2595000	2600000	8
chr1_hap2	2600000	2605000	13
chr1_hap2	2605000	2610000	10
chr1_hap2	2610000	2615000	15
chr1_hap2	2615000	2620000	8
chr1_hap2	2620000	2625000	11
chr1_hap2	2625000	2630000	11
chr1_hap2	2630000	2635000	9
chr1_hap2	2635000	2640000	5
chr1_hap2	2640000	2645000	8
chr1_hap2	2645000	2650000	12
chr1_hap2	2650000	2655000	12
chr1_hap2	2655000	2660000	14
chr1_hap2	2660000	2665000	14
chr1_hap2	2665000	2670000	7
chr1_hap2	2670000	2675000	10
chr1_hap2	2675000	2680000	3
chr1_hap2	2680000	2685000	12
chr1_hap2	2685000	2690000	14
chr1_hap2	2690000	2695000	5
chr1_hap2	2695000	2700000	13
chr1_hap2	2700000	2705000	8
chr1_hap2	2705000	2710000	12
chr1_hap2	2710000	2715000	6
chr1_hap2	2715000	2720000	3
chr1_hap2	2720000	2725000	7
chr1_hap2	2725000	2730000	6
chr1_hap2	2730000	2735000	4
chr1_hap2	2735000	2740000	8
chr1_hap2	2740000	2745000	5
chr1_hap2	2745000	2750000	7
chr1_hap2	2750000	2755000	15
chr1_hap2	2755000	2760000	3
chr1_hap2	2760000	2765000	12
chr1_hap2	2765000	2770000	2
chr1_hap2	2770000	2775000	9
chr1_hap2	2775000	2780000	4
chr1_hap2	2780000	2785000	8
chr1_hap2	2785000	2790000	6
chr1_hap2	2790000	2795000	10
chr1_hap2	2795000	2800000	13
chr1_hap2	2800000	2805000	6
chr1_hap2	2805000	2810000	8
chr1_hap2	2810000	2815000	6
chr1_hap2	2815000	2820000	5
chr1_hap2	2820000	2825000	5
chr1_hap2	2825000	2830000	4
chr1_hap2	2830000	2835000	6
chr1_hap2	2835000	2840000	11
chr1_hap2	2840000	2845000	7
chr1_hap2	2845000	2850000	10
chr1_hap2	2850000	2855000	2
chr1_hap2	2855000	2860000	0
chr1_hap2	2860000	2865000	13
chr1_hap2	2865000	2870000	6
chr1_hap2	2870000	2875000	8
chr1_hap2	2875000	2880000	4
chr1_hap2	2880000	2885000	8
chr1_hap2	2885000	2890000	5
chr1_hap2	2890000	2895000	11
chr1_hap2	2895000	2900000	13
chr1_hap2	2900000	2905000	12
chr1_hap2	2905000	2910000	12
chr1_hap2	2910000	2915000	9
chr1_hap2	2915000	2920000	13
chr1_hap2	2920000	2925000	11
chr1_hap2	2925000	2930000	7
chr1_hap2	2930000	2935000	12
chr1_hap2	2935000	2940000	6
chr1_hap2	2940000	2945000	15
chr1_hap2	2945000	2950000	11
chr1_hap2	2950000	2955000	10
chr1_hap2	2955000	2960000	6
chr1_hap2	2960000	2965000	6
chr1_hap2	2965000	2970000	5
chr1_hap2	2970000	2975000	3
chr1_hap2	2975000	2980000	7
chr1_hap2	2980000	2985000	5
chr1_hap2	2985000	2990000	10
chr1_hap2	2990000	2995000	4
chr1_hap2	2995000	3000000	6
chr1_hap2	3000000	3005000	6
chr1_hap2	3005000	3010000	4
chr1_hap2	3010000	3015000	11
chr1_hap2	3015000	3020000	5
chr1_hap2	3020000	3025000	5
chr1_hap2	3025000	3030000	10
chr1_hap2	3030000	3035000	6
chr1_hap2	3035000	3040000	3
chr1_hap2	3040000	3045000	6
chr1_hap2	3045000	3050000	10
chr1_hap2	3050000	3055000	12
chr1_hap2	3055000	3060000	7
chr1_hap2	3060000	3065000	5
chr1_hap2	3065000	3070000	9
chr1_hap2	3070000	3075000	9
chr1_hap2	3075000	3080000	6
chr1_hap2	3080000	3085000	1
chr1_hap2	3085000	3090000	11
chr1_hap2	3090000	3095000	4
chr1_hap2	3095000	3100000	4
chr1_hap2	3100000	3105000	8
chr1_hap2	3105000	3110000	7
chr1_hap2	3110000	3115000	5
chr1_hap2	3115000	3120000	2
chr1_hap2	3120000	3125000	4
chr1_hap2	3125000	3130000	-1
chr1_hap2	3130000	3135000	11
chr1_hap2	3135000	3140000	6
chr1_hap2	3140000	3145000	5
chr1_hap2	3145000	3150000	8
chr1_hap2	3150000	3155000	4
chr1_hap2	3155000	3160000	3
chr1_hap2	3160000	3165000	3
chr1_hap2	3165000	3170000	5
chr1_hap2	3170000	3175000	3
chr1_hap2	3175000	3180000	13
chr1_hap2	3180000	3185000	1
chr1_hap2	3185000	3190000	1
chr1_hap2	3190000	3195000	4
chr1_hap2	3195000	3200000	6
chr1_hap2	3200000	3205000	2
chr1_hap2	3205000	3210000	7
chr1_hap2	3210000	3215000	4
chr1_hap2	3215000	3220000	3
chr1_hap2	3220000	3225000	3
chr1_hap2	3225000	3230000	2
chr1_hap2	3230000	3235000	12
chr1_hap2	3235000	3240000	4
chr1_hap2	3240000	3245000	6
chr1_hap2	3245000	3250000	2
chr1_hap2	3250000	3255000	2
chr1_hap2	3255000	3260000	3
chr1_hap2	3260000	3265000	0
chr1_hap2	3265000	3270000	2
chr1_hap2	3270000	3275000	10
chr1_hap2	3275000	3280000	1
chr1_hap2	3280000	3285000	11
chr1_hap2	3285000	3290000	4
chr1_hap2	3290000	3295000	5
chr1_hap2	3295000	3300000	4
chr1_hap2	3300000	3305000	2
chr1_hap2	3305000	3310000	6
chr1_hap2	3310000	3315000	5
chr1_hap2	3315000	3320000	3
chr1_hap2	3320000	3325000	1
chr1_hap2	3325000	3330000	2
chr1_hap2	3330000	3335000	1
chr1_hap2	3335000	3340000	0
chr1_hap2	3340000	3345000	0
chr1_hap2	3345000	3350000	10
chr1_hap2	3350000	3355000	2
chr1_hap2	3355000	3360000	9
chr1_hap2	3360000	3365000	1
chr1_hap2	3365000	3370000	4
chr1_hap2	3370000	3375000	0
chr1_hap2	3375000	3380000	6
chr1_hap2	3380000	3385000	2
chr1_hap2	3385000	3390000	2
chr1_hap2	3390000	3395000	5
chr1_hap2	3395000	3400000	0
chr1_hap2	3400000	3405000	3
chr1_hap2	3405000	3410000	5
chr1_hap2	3410000	3415000	4
chr1_hap2	3415000	3420000	3
chr1_hap2	3420000	3425000	7
chr1_hap2	3425000	3430000	1
chr1_hap2	3430000	3435000	2
chr1_hap2	3435000	3440000	4
chr1_hap2	3440000	3445000	3
chr1_hap2	3445000	3450000	7
chr1_hap2	3450000	3455000	1
chr1_hap2	3455000	3460000	2
chr1_hap2	3460000	3465000	4
chr1_hap2	3465000	3470000	2
chr1_hap2	3470000	3475000	3
chr1_hap2	3475000	3480000	3
chr1_hap2	3480000	3485000	7
chr1_hap2	3485000	3490000	6
chr1_hap2	3490000	3495000	2
chr1_hap2	3495000	3500000	1
chr1_hap2	3500000	3505000	9
chr1_hap2	3505000	3510000	7
chr1_hap2	3510000	3515000	6
chr1_hap2	3515000	3520000	5
chr1_hap2	3520000	3525000	10
chr1_hap2	3525000	3530000	3
chr1_hap2	3530000	3535000	3
chr1_hap2	3535000	3540000	3
chr1_hap2	3540000	3545000	6
chr1_hap2	3545000	3550000	9
chr1_hap2	3550000	3555000	6
chr1_hap2	3555000	3560000	11
chr1_hap2	3560000	3565000	7
chr1_hap2	3565000	3570000	11
chr1_hap2	3570000	3575000	11
chr1_hap2	3575000	3580000	13
chr1_hap2	3580000	3585000	11
chr1_hap2	3585000	3590000	5
chr1_hap2	3590000	3595000	12
chr1_hap2	3595000	3600000	10
chr1_hap2	3600000	3605000	8
chr1_hap2	3605000	3610000	9
chr1_hap2	3610000	3615000	5
chr1_hap2	3615000	3620000	10
chr1_hap2	3620000	3625000	9
chr1_hap2	3625000	3630000	9
chr1_hap2	3630000	3635000	6
chr1_hap2	3635000	3640000	9
chr1_hap2	3640000	3645000	5
chr1_hap2	3645000	3650000	4
chr1_hap2	3650000	3655000	10
chr1_hap2	3655000	3660000	3
chr1_hap2	3660000	3665000	12
chr1_hap2	3665000	3670000	14
chr1_hap2	3670000	3675000	7
chr1_hap2	3675000	3680000	12
chr1_hap2	3680000	3685000	9
chr1_hap2	3685000	3690000	11
chr1_hap2	3690000	3695000	7
chr1_hap2	3695000	3700000	13
chr1_hap2	3700000	3705000	10
chr1_hap2	3705000	3710000	6
chr1_hap2	3710000	3715000	6
chr1_hap2	3715000	3720000	17
chr1_hap2	3720000	3725000	-1
chr1_hap2	3725000	3730000	10
chr1_hap2	3730000	3735000	10
chr1_hap2	3735000	3740000	-1
chr1_hap2	3740000	3745000	4
chr1_hap2	3745000	3750000	6
chr1_hap2	3750000	3755000	11
chr1_hap2	3755000	3760000	6
chr1_hap2	3760000	3765000	12
chr1_hap2	3765000	3770000	6
chr1_hap2	3770000	3775000	14
chr1_hap2	3775000	3780000	6
chr1_hap2	3780000	3785000	10
chr1_hap2	3785000	3790000	11
chr1_hap2	3790000	3795000	14
chr1_hap2	3795000	3800000	17
chr1_hap2	3800000	3805000	10
chr1_hap2	3805000	3810000	13
chr1_hap2	3810000	3815000	8
chr1_hap2	3815000	3820000	18
chr1_hap2	3820000	3825000	12
chr1_hap2	3825000	3830000	9
chr1_hap2	3830000	3835000	16
chr1_hap2	3835000	3840000	8
chr1_hap2	3840000	3845000	14
chr1_hap2	3845000	3850000	13
chr1_hap2	3850000	3855000	14
chr1_hap2	3855000	3860000	18
chr1_hap2	3860000	3865000	13
chr1_hap2	3865000	3870000	8
chr1_hap2	3870000	3875000	16
chr1_hap2	3875000	3880000	15
chr1_hap2	3880000	3885000	14
chr1_hap2	3885000	3890000	8
chr1_hap2	3890000	3895000	15
chr1_hap2	3895000	3900000	10
chr1_hap2	3900000	3905000	8
chr1_hap2	3905000	3910000	10
chr1_hap2	3910000	3915000	5
chr1_hap2	3915000	3920000	16
chr1_hap2	3920000	3925000	14
chr1_hap2	3925000	3930000	8
chr1_hap2	3930000	3935000	15
chr1_hap2	3935000	3940000	12
chr1_hap2	3940000	3945000	14
chr1_hap2	3945000	3950000	10
chr1_hap2	3950000	3955000	12
chr1_hap2	3955000	3960000	12
